reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,text.started,key_resp.started,Fixation.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
29,33,44,0,52,52,95,86.62893616600013,87.61214099999961,87.61214099999961,87.61961741599953,t,0.3334462500006339,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
67,75,119,0,53,53,5,87.9624401660003,88.9454297909997,88.9454297909997,88.95222404099877,t,0.43835191700054565,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
12,77,33,0,54,54,35,89.40306345799945,90.37873516599939,90.37873516599939,90.39545229099895,t,0.4004494180007896,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
20,57,31,0,55,55,29,90.7967440829998,91.77892662500017,91.77892662500017,91.79555933299889,t,0.45783050000136427,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
38,40,59,0,56,56,31,92.26240708299883,93.24555820800015,93.24555820800015,93.25240750000012,t,0.4037649590009096,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
21,69,28,0,57,57,83,93.66737954099881,94.65414566599975,94.65414566599975,94.66231879099905,t,0.7127973759997985,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
47,66,52,0,58,58,43,95.38591674999952,96.37079504099893,96.37079504099893,96.37899629099957,t,0.28837504200055264,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
44,70,81,0,59,59,18,96.67918608299988,97.66247616599867,97.66247616599867,97.66994104100013,t,0.3902916250008275,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
17,50,44,0,60,60,11,98.06929979099914,99.0547367500003,99.0547367500003,99.06153991599967,t,0.33378862500103423,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
31,76,52,0,61,61,71,99.41185808299997,100.39595562499926,100.39595562499926,100.40269904100023,t,0.3666308339998068,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
16,70,88,0,62,62,89,100.78008279099959,101.76261075000002,101.76261075000002,101.77011783299895,t,0.3863569590012048,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
13,59,10,0,63,63,7,102.16766212499897,103.1547302910003,103.1547302910003,103.16163208299986,l,0.6080282090006222,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
47,74,27,0,64,64,65,103.77931204099878,104.76268741599961,104.76268741599961,104.7698547910004,t,0.9600672090000444,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
20,69,51,0,65,65,96,105.74568929099951,106.72162545799983,106.72162545799983,106.7361609999989,t,0.5765983340006642,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
11,30,7,0,66,66,0,107.31866820799951,108.30515058299898,108.30515058299898,108.31200895799884,l,0.4783627090018854,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
26,34,47,0,67,67,56,108.80285995799932,109.78823429099975,109.78823429099975,109.79550491599912,l,0.5576301670007524,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
24,86,43,0,68,68,33,110.36374358299872,111.34615833299904,111.34615833299904,111.35280774999956,l,0.36861420900095254,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
46,57,37,0,69,69,66,111.73531058299886,112.72175420799977,112.72175420799977,112.72864262499934,l,0.4418905420006922,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
24,77,32,0,70,70,99,113.17969145799907,114.16293616599978,114.16293616599978,114.16970704099913,l,0.5171735840012843,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
16,43,16,0,71,71,77,114.7032951250003,115.68820950000008,115.68820950000008,115.69562058299925,l,0.5679294590008794,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
12,21,97,0,72,72,20,116.28064641600031,117.26307479099887,117.26307479099887,117.26974125000015,t,0.6249710419997427,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
34,68,39,0,73,73,10,117.91309066599933,118.89643729099953,118.89643729099953,118.90317616599896,t,0.44014570900071703,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
45,52,30,0,74,74,23,119.35350020799888,120.33885333299986,120.33885333299986,120.3459427910002,t,0.5306727930019406,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
24,63,90,0,75,75,79,120.88435774999925,121.87176537499909,121.87176537499909,121.87982083299903,t,0.3935585010003706,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
29,48,7,0,76,76,67,122.28656954100006,123.27188054100043,123.27188054100043,123.27904641599889,l,0.675618792000023,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
39,30,99,0,77,77,54,123.96454099999937,124.94660775000011,124.94660775000011,124.96331995800028,t,0.6401273760002368,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
21,74,80,0,78,78,81,125.60380216599879,126.58872295800029,126.58872295800029,126.59675383299873,t,0.6885688340007619,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
13,22,66,0,79,79,73,127.29676745799952,128.27207066600022,128.27207066600022,128.28625233300045,t,1.0512640010001633,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
44,67,11,0,80,80,21,129.34747558299932,130.33028699999886,130.33028699999886,130.33778904099927,l,0.7353167930014024,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
34,71,18,0,81,81,59,131.08544987499954,132.07285804099956,132.07285804099956,132.08005008299915,l,0.5824261249999836,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
21,45,79,0,82,82,34,132.68082291599967,133.6636102499997,133.6636102499997,133.67034158299975,t,0.5440772090005339,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
15,73,94,0,83,83,36,134.2305438330004,135.21386650000022,135.21386650000022,135.22057750000022,t,0.6862664170002972,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
26,38,25,0,84,84,44,135.92025037500025,136.90624000000025,136.90624000000025,136.91315041599955,t,0.2959586670021963,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
27,57,18,0,85,85,94,137.22046908300035,138.20590408299904,138.20590408299904,138.21331674999965,l,0.808508668000286,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
15,20,35,0,86,86,64,139.03038083299907,140.01396420799938,140.01396420799938,140.0214415829996,t,0.6003809590001765,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
48,52,50,0,87,87,87,140.63092558300013,141.61387641599867,141.61387641599867,141.62052729099923,t,0.8856515840016073,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
39,61,48,0,88,88,42,142.52085262499895,143.50657720799973,143.50657720799973,143.51335174999986,t,0.6191895840001962,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
11,51,87,0,89,89,28,144.14759370799948,145.13072974999886,145.13072974999886,145.13831512499928,t,0.7222011670000938,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
19,86,45,0,90,90,72,145.8707654159989,146.85681387499972,146.85681387499972,146.8636824999994,t,0.605283793001945,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
43,61,41,0,91,91,8,147.48114974999953,148.4640524160004,148.4640524160004,148.47074891599914,t,0.489687668001352,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
44,55,65,0,92,92,91,148.97052412499943,149.94748216599874,149.94748216599874,149.96410099999957,t,0.7890289590013708,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
12,73,100,0,93,93,9,150.75511499999993,151.7401868750003,151.7401868750003,151.74724366599912,l,0.5192186250005761,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
78,80,162,0,94,94,6,152.2805926660003,153.264371457999,153.264371457999,153.27183316599985,t,0.517552125000293,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
35,37,86,0,95,95,26,153.80385204099912,154.78986695799904,154.78986695799904,154.79670375000023,t,1.0697281250013475,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
47,83,51,0,96,96,19,155.88185212499957,156.86442695799997,156.86442695799997,156.8710229999997,t,0.5023235009994096,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
15,35,13,0,97,97,1,157.38659449999977,158.36446087500008,158.36446087500008,158.38106150000021,l,0.6424770420017012,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
17,46,24,0,98,98,52,159.0305479159997,160.01454583299892,160.01454583299892,160.02135854100015,l,1.0782345430015994,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
39,88,37,0,99,99,13,161.11460912499933,162.09785274999922,162.09785274999922,162.10456404099932,t,0.6440520840005775,None,2,001,2023-11-22_17h28.25.281,delay_discounting,2023.1.3,None,
