9.9438 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
11.1773 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.1784 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb1b9476190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb1b9476130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb1d9796fa0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb1dbeff640>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.1788 	EXP 	window1: mouseVisible = True
11.1790 	EXP 	window1: backgroundImage = ''
11.1790 	EXP 	window1: backgroundFit = 'none'
11.1798 	EXP 	window1: mouseVisible = False
11.1799 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.1799 	EXP 	window1: recordFrameIntervals = False
11.2595 	EXP 	window1: recordFrameIntervals = True
12.0942 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.1536 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
14.1598 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.1709 	EXP 	Imported delay_discounting_conditions.xlsx as conditions, 100 conditions, 3 params
14.1731 	EXP 	Created sequence: random, trialTypes=100, nReps=1, seed=None
14.1733 	EXP 	New trial (rep=0, index=0): {'reward_today': 20, 'future_reward': 69, 'delay': 51}
14.2246 	WARNING 	t of last frame was 2130.76ms (=1/0)
14.2246 	EXP 	text: height = 0.05
14.2246 	EXP 	text: height = 0.05
14.2246 	EXP 	text: height = 0.05
14.2246 	EXP 	text: text = 'GBP 20 today or GBP 69 after 51 days'
14.2246 	EXP 	Fixation: autoDraw = True
15.1725 	WARNING 	t of last frame was 29.08ms (=1/34)
15.1725 	EXP 	text: autoDraw = True
15.2211 	EXP 	Fixation: autoDraw = False
15.5638 	EXP 	New trial (rep=0, index=1): {'reward_today': 39, 'future_reward': 83, 'delay': 10}
15.5758 	DATA 	Keypress: l
15.5814 	WARNING 	t of last frame was 53.82ms (=1/18)
15.5814 	EXP 	Fixation: autoDraw = False
15.5814 	EXP 	text: autoDraw = False
15.5814 	EXP 	text: height = 0.05
15.5814 	EXP 	text: height = 0.05
