reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Fixation.started,text.started,key_resp.started,Fixation.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
45,64,100,0,39,39,25,64.17270583299978,65.14876829100103,65.14876829100103,65.16342600000098,l,0.377687166999749,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
20,57,31,0,40,40,29,65.54622354100138,66.52346900000157,66.52346900000157,66.53992991599989,l,0.42909420899923134,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
38,40,59,0,41,41,31,66.9750182910011,67.95684475000053,67.95684475000053,67.97333162500036,l,0.4448258339998574,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
12,50,52,0,42,42,63,68.42344283300008,69.4067481660004,69.4067481660004,69.41423408300034,l,0.40419083400047384,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
44,55,65,0,43,43,91,69.82976687500013,70.81598625000152,70.81598625000152,70.82264908300021,l,0.23207741800069925,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
10,77,19,0,44,44,70,71.07411262500136,72.05680291600038,72.05680291600038,72.06355120800072,l,0.5797325839994301,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
44,69,85,0,45,45,86,72.65670454100109,73.64021195799978,73.64021195799978,73.64675962500041,l,0.5058408759996382,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
26,34,47,0,46,46,56,74.16293275000135,75.14027404100125,75.14027404100125,75.15686754099988,l,0.4664335010002105,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
35,72,49,0,47,47,50,75.62420987500082,76.59952275000069,76.59952275000069,76.61350429100094,l,0.857226668000294,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
15,55,56,0,48,48,49,77.4737292080008,78.45701658300095,78.45701658300095,78.4636285000015,l,0.4589830839995557,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
42,72,98,0,49,49,45,78.94178812500104,79.923708833001,79.923708833001,79.94039800000064,l,0.5920800430012605,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
28,32,43,0,50,50,53,80.54093983300118,81.52384562500083,81.52384562500083,81.53141662500093,l,0.4150866260006296,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
27,57,18,0,51,51,94,81.95727370799978,82.94053504100157,82.94053504100157,82.94759312499991,l,0.3832074170004489,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
12,21,97,0,52,52,20,83.3405034160005,84.32383420800033,84.32383420800033,84.3305134580005,l,0.3216835010007344,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
41,74,65,0,53,53,68,84.66390570800104,85.64979612500065,85.64979612500065,85.65680641600011,l,0.31343095900047047,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
28,50,94,0,54,54,39,85.98038975000054,86.96576970800015,86.96576970800015,86.97391250000146,l,0.3213020419989334,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
29,48,7,0,55,55,67,87.30835158300033,88.29065895800159,88.29065895800159,88.30723162499999,l,0.3676302919993759,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
21,74,80,0,56,56,81,88.68010220799988,89.65719129100034,89.65719129100034,89.67411570800141,l,0.30013325099935173,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
45,52,30,0,57,57,23,89.97465916600049,90.95745366600022,90.95745366600022,90.96408562500073,l,1.7887093760000425,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
12,22,55,0,58,58,57,92.76370883300115,93.74085820800065,93.74085820800065,93.75741466600084,l,0.2812170420002076,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
23,81,80,0,59,59,16,94.0413006660001,95.0241459580011,95.0241459580011,95.03169420800077,l,0.3168315420007275,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
24,77,32,0,60,60,99,95.35844383299991,96.34096083300028,96.34096083300028,96.34801229100049,l,0.304572625000219,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
21,69,28,0,61,61,83,96.66371987500133,97.65025316600077,97.65025316600077,97.65699220799979,t,0.28617374999885214,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
40,51,76,0,62,62,80,97.95808258299985,98.94090270800007,98.94090270800007,98.9476151660001,t,0.2865271259997826,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
44,76,95,0,63,63,37,99.24721416600005,100.23309770800006,100.23309770800006,100.24094654100008,l,0.3362045419999049,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
10,55,53,0,64,64,82,100.59069412500139,101.57445958300013,101.57445958300013,101.58199550000063,l,0.32938141799968434,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
14,64,24,0,65,65,17,101.92518120800014,102.90781570800027,102.90781570800027,102.91450308300045,l,0.2553980839984433,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
15,35,13,0,66,66,1,103.18047537500024,104.15773125000123,104.15773125000123,104.17442437499994,l,0.2609387920001609,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
27,50,21,0,67,67,2,104.44121391600129,105.42445558300096,105.42445558300096,105.43116983300024,l,0.5578665419998288,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
41,50,76,0,68,68,60,106.00805341600062,106.99116175000017,106.99116175000017,106.99788312500095,l,0.436445334000382,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
44,67,11,0,69,69,21,107.44343845799995,108.43327295800009,108.43327295800009,108.44124287500017,t,0.17602000099941506,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
18,31,68,0,70,70,55,108.6297512910005,109.61659770799997,109.61659770799997,109.6246045830012,t,0.7664170009993541,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
19,56,76,0,71,71,75,110.40972574999978,111.39044500000091,111.39044500000091,111.40823462500157,t,0.43131545899996127,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
26,38,25,0,72,72,44,111.84153166600117,112.82462358300108,112.82462358300108,112.83133733300019,t,0.4003136679984891,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
20,40,37,0,73,73,32,113.24125454100067,114.22488895800052,114.22488895800052,114.23159262500121,t,0.2748189169997204,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
43,61,41,0,74,74,8,114.52495191600065,115.50047154100139,115.50047154100139,115.51491445800093,l,0.3242136669996398,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
16,43,16,0,75,75,77,115.84161491600025,116.82389845800026,116.82389845800026,116.84151350000138,l,0.3260470009990968,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
34,68,39,0,76,76,10,117.1741985410008,118.15108391600006,118.15108391600006,118.19207275000008,l,0.265064084000187,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
44,70,81,0,77,77,18,118.43364637500054,119.41694804100007,119.41694804100007,119.42486166600065,l,0.3218085839998821,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
29,40,98,0,78,78,84,119.75862287500058,120.74158570800137,120.74158570800137,120.74906554100016,l,0.3527605420003965,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
14,45,96,0,79,79,14,121.1149501660002,122.10044804100107,122.10044804100107,122.10841908300063,l,0.2695876679990761,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
17,50,44,0,80,80,11,122.39206395800102,123.3670712080002,123.3670712080002,123.38138783300019,l,0.23225866800021322,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
34,71,18,0,81,81,59,123.62514525000006,124.60759579100159,124.60759579100159,124.61466754100002,l,0.22705970900096872,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
11,53,56,0,82,82,88,124.85943450000013,125.84171216600043,125.84171216600043,125.85833925000043,l,0.3955104589986149,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
24,86,43,0,83,83,33,126.25870204100102,127.23434670800088,127.23434670800088,127.2491129580012,l,0.324331292998977,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
12,77,33,0,84,84,35,127.57553783300136,128.55849962499997,128.55849962499997,128.5656293330012,l,0.3843619170002057,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
40,47,94,0,85,85,90,128.964819791001,129.95057379100035,129.95057379100035,129.9576930000003,l,0.5084252090000518,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
47,83,51,0,86,86,19,130.4756180000004,131.45782304100067,131.45782304100067,131.47528720800074,l,0.3318864169996232,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
43,87,70,0,87,87,30,131.8076989580004,132.79190579100032,132.79190579100032,132.79853954100145,l,0.8797877510005492,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
47,66,52,0,88,88,43,133.69196216599994,134.67533416600054,134.67533416600054,134.68211891600004,l,0.24765750100050354,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
11,30,7,0,89,89,0,134.94207595800071,135.92559741600053,135.92559741600053,135.93230112499987,l,0.3169651680000243,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
15,20,35,0,90,90,64,136.26003033300003,137.24206525000045,137.24206525000045,137.2587084580009,l,0.414633791999222,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
39,56,51,0,91,91,98,137.6761415410001,138.65874583300138,138.65874583300138,138.66533966600036,l,0.1191362930003379,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
46,57,37,0,92,92,66,138.7984524580006,139.7755446250012,139.7755446250012,139.7921125410012,l,0.25394250099998317,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
49,60,89,0,93,93,4,140.04868729100053,141.0340900830015,141.0340900830015,141.0421988750004,l,0.4380700000001525,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
29,58,78,0,94,94,46,141.49244887500026,142.47561887499978,142.47561887499978,142.48241441600112,l,0.01824600100007956,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
29,33,44,0,95,95,95,142.51488354100002,143.50211745800152,143.50211745800152,143.5093402500006,l,0.24070912599927397,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
16,70,88,0,96,96,89,143.75915004099988,144.74238570800117,144.74238570800117,144.74997166600042,l,0.25072854300015024,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
39,30,99,0,97,97,54,145.01618275000146,146.0019247500004,146.0019247500004,146.00877687499997,l,0.4403271669998503,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
24,63,90,0,98,98,79,146.45903641600125,147.44239137500153,147.44239137500153,147.44952091600135,l,0.3879613760000211,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
48,70,42,0,99,99,93,147.84927020800023,148.83493429100054,148.83493429100054,148.84167716600132,l,0.891736833998948,None,4,001,2023-11-22_17h34.05.362,delay_discounting,2023.1.3,None,
