8.9736 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
10.1102 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.1112 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcc9bd1a1c0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcc9bd1a160>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcc9be0efa0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fcc99c006a0>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.1116 	EXP 	window1: mouseVisible = True
10.1116 	EXP 	window1: backgroundImage = ''
10.1117 	EXP 	window1: backgroundFit = 'none'
10.1129 	EXP 	window1: mouseVisible = False
10.1129 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.1130 	EXP 	window1: recordFrameIntervals = False
10.1937 	EXP 	window1: recordFrameIntervals = True
11.0273 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

